nome,altura,largura,profundidade,peso,image_url,L_imagem,predict
Cadeira Gamer Pelegrin PEL-3006 Couro Pu Preto e Cinz,117.0,66.0,67.0,19.0,https://product-hub-prd.madeiramadeira.com.br/1920216/images/c566fed9-2ccf-4901-9500-c4afcfcb4e9917532387cadeiragamerpelegrinpel3006couropupretoecinza78986259885361449x600.jpg,168102183,45
Cadeira Lisboa Office Diretor Preto Preto</h1>,102.0,60.0,67.0,3.0,https://product-hub-prd.madeiramadeira.com.br/936735937/images/8f150ca8-a91e-4627-b180-68187dbb05bfstandardresolution.jpg,642146896,63
Cadeira Gamer MX12 de escritório Giratoria MYMAX:Pret,132.0,69.0,73.0,21.0,https://product-hub-prd.madeiramadeira.com.br/194142118/images/7cc0e411-9de9-4990-bf4d-72fe92fe2ff4151570258960091891.jpg,599933115,54
Cadeira de Escritório Diretor Esteirinha em Corino Se,98.0,59.0,60.0,10.0,https://i.ytimg.com/vi_webp/cJzfu5hwQis/sddefault.webp,81100392,81
Kit 2 Poltronas Escritório Eduarda com Regulagem de A,82.0,118.0,60.0,9.0,https://product-hub-prd.madeiramadeira.com.br/352636433/images/23733289-6b3b-4e77-b988-1612a040495ffdde63065d18ba42ad89938f1f.jpg,864930031,29
Cadeira Gamer MaxRacer Tactical SMI Limited Edition P,96.0,88.0,96.0,14.0,https://product-hub-prd.madeiramadeira.com.br/802099945/images/33b4e1a4-682c-4d7c-8a38-54bf380d85e5bc6ece05e36bed0d37d3a2936c.jpg,858578024,29
Cadeira Diretor Fixa Capa de Madeira Preto</h1>,67.0,49.0,46.0,7.0,https://product-hub-prd.madeiramadeira.com.br/322561475/images/0cc46f61-ef84-4ebd-9eff-69141c2e7c9d06f697b8e9f134cd6f3cc6056e.jpg,575741611,23
Cadeira de Escritório Interlocutor Pelegrin PEL-Cr11/,93.0,43.0,49.0,8.5,https://product-hub-prd.madeiramadeira.com.br/1840890/images/f73dbdea-b3f0-47bf-8cda-884dc84e22d1b0941fd4dd22346d548c5263a4.jpg,673884827,61
Cadeira de Escritório Diretor Estofada Dan Tm Preta</,105.0,65.0,62.0,9.0,https://product-hub-prd.madeiramadeira.com.br/2863028/images/b9125324-2060-437e-bd82-bc37c4be0751dantm78986629562461600x600.jpg,235222934,89
Cadeira Gamer Pichau Donek S Preto</h1>,111.0,68.0,66.0,14.0,https://product-hub-prd.madeiramadeira.com.br/196491563/images/358e6ea0-ba38-40a6-a34b-3e40148cf41dstandardresolution.jpg,392944179,86
Cadeira Slim Office Estofada Base Giratória Cromada -,81.0,66.0,118.0,14.0,https://product-hub-prd.madeiramadeira.com.br/171825987/images/b1238bbd-b56d-457f-a6f6-765f955e7dd3limofficebranco0prancheta1.jpg,666149888,79
Cadeira Office Leda Acrílico Transparente Base Girató,95.5,48.5,41.0,7.0,https://product-hub-prd.madeiramadeira.com.br/662159766/images/6b79c8eb-b2c8-459b-8f69-ba6c98ab22e5standardresolution.jpg,756300192,47
Cadeira Escritório Diretor Eames em Couro - Branco:1 ,96.0,55.0,60.0,4.0,https://product-hub-prd.madeiramadeira.com.br/865986259/images/53642e4a-731a-49de-870b-9c2d85c1379fcf15185674976dsc0403copiar.jpg,869049500,29
Cadeira de Escritório Executiva Giratória Premium Pre,100.0,56.0,58.5,15.0,https://product-hub-prd.madeiramadeira.com.br/2834667/images/d8ae8277-1920-4f2d-b164-7939d99ff2ef68814636cadeiraescritorioexecutivagiratoriapremiumpretonf96570421600x600.jpg,217497177,76
Cadeira Base em Madeira Saarinen Wood  Nude</h1>,82.0,49.0,56.0,4.6,https://product-hub-prd.madeiramadeira.com.br/653152/images/bf47e955-396b-4586-9ec3-86be60d3c265oriotiffany65315211600x600.jpg,255275808,46
Cadeira de Escritório Stripes Fixa Preta </h1>,89.0,54.0,61.0,13.0,https://product-hub-prd.madeiramadeira.com.br/1590500/images/7c985c57-b49a-4855-a86a-6c10bb85e1eb523ad0026cfe9e31f10614413d.jpg,926957650,58
Cadeira Secretária giratória Blake Healer Preto Preto,89.0,50.0,40.0,9.0,https://product-hub-prd.madeiramadeira.com.br/1176082/images/a356e683-c1bb-4b9f-b890-2a293bfeb5597f157562be53479f884e94b06b.jpg,2184381495,49
Cadeira de Escritório Mesh Assento Estofado Base Gira,84.0,88.0,51.0,6.0,https://product-hub-prd.madeiramadeira.com.br/541893511/images/75139e4a-9f1a-49b8-bfba-c22f3bc6fd1ca535f3852c1b3a6ac2dd9d2604.jpg,728717766,18
Cadeira para Escritório Presidente com Mola Ensacada ,121.0,64.0,50.0,5.0,https://product-hub-prd.madeiramadeira.com.br/678091484/images/c0176718-54b8-44e7-adfb-35ca16836d29ocommolas1622836155196zoom.jpg,1405081807,60
Cadeira para Escritório Ergonômica com Tela e Apoio d,132.0,50.0,44.5,19.22,https://product-hub-prd.madeiramadeira.com.br/653715/images/43e10130-486a-4fff-8481-3fca9eb02fdbetalpreto1638367972196zoom.jpg,1466830591,8
Cadeira Diretor Brizza Tela - Back Plax - Base Standa,110.0,50.0,45.0,120.0,https://product-hub-prd.madeiramadeira.com.br/4010193/images/d0ce8d55-25e3-4af1-bac4-ca0bd7ac157e65059191cadeiradiretorbrizzatelabackplaxbasestandardbracos3dppplaxmetal37811backstddirpol99331600x600.jpg,238340270,32
Cadeira Fixa Interlocutor Charles Eames Esteirinha 11,66.0,51.0,51.0,12.0,https://product-hub-prd.madeiramadeira.com.br/871258760/images/3ef76373-55ea-488d-bbd2-360a669b3da0151304219173021cinza1.jpg,1028701847,65
Cadeira de Escritório Lavoro Alta Branca Branca</h1>,121.0,70.0,42.0,6.0,https://product-hub-prd.madeiramadeira.com.br/3134916/images/0862633e-fd3d-4a79-bb84-6d6c6c0a650e61560329cadeiraescritoriolavoroaltabranca054655535341600x600.jpg,266957561,19
Cadeira Gamer Rosa e Branco Healer Strike Reclinável ,138.0,66.0,55.0,18.0,https://product-hub-prd.madeiramadeira.com.br/846288597/images/d02d3090-4ade-462b-847f-7925bd06af879dc53ea8standardresolution.jpg,696653787,57
Cadeira de Escritório Giratória Presidente NR17 Day B,109.0,62.0,62.0,8.0,https://product-hub-prd.madeiramadeira.com.br/2773277/images/ce2dab6e-fc24-4513-8087-b34bc6075ca987206374cadeiraescritoriodaycomprealegrecomrelaxbrancacromada100nacional1467101404x600.jpg,89141206,81
Cadeira Gamer com Braço Ajustável F16 3318 Or Design ,135.0,60.0,51.0,12.5,https://product-hub-prd.madeiramadeira.com.br/492933/images/a6a8ba7b-069a-44d6-8551-68c11f6ec0cdmeor3318baserodizio200zoom.jpg,1441171407,44
Cadeira Secretária Fixa Pé Palito Couro Ecologico Azu,85.0,40.0,39.0,4.0,https://product-hub-prd.madeiramadeira.com.br/4472797/images/0f023f20-030a-4e40-86fd-8f3e4395aa9b35157281cadeirasecretariafixapepalitocouroecologicoazulparaescritorio3360185126441599x600.jpg,246743141,68
Cadeira Fixa Interlocutor Charles Eames Esteirinha 11,91.0,47.0,47.0,3.0,https://product-hub-prd.madeiramadeira.com.br/540910991/images/c9a8435f-d7bd-41b0-ac58-ff706ee8c2bc151304226851014branca1.jpg,739870913,69
Cadeira para Escritório Presidente em Couro Ecológico,116.0,66.0,72.0,15.5,https://product-hub-prd.madeiramadeira.com.br/585749/images/585749_1.jpg,1369132979,15
Cadeira Estofada Roma Daf Mobiliário Cinza/Preto</h1>,78.0,42.0,57.0,5.5,https://product-hub-prd.madeiramadeira.com.br/592867/images/8469edbe-2245-4841-a2f1-26fdb9b4948ffmobiliario59286711600x600.jpg,250736860,46
Cadeira de Escritório Stripes Presidente Branca Branc,101.0,54.0,62.0,3.0,https://product-hub-prd.madeiramadeira.com.br/1590504/images/5be483a9-61d4-407d-82b4-e47a9179004a0134f26449ebe3f99c6f4d815d.png,0,10
Cadeira para Escritório Ergonômica Giratória Beezi NR,88.0,64.7,54.0,13.63,https://product-hub-prd.madeiramadeira.com.br/643094/images/643094_1.jpg,784903149,39
Cadeira para Escritório Diretor TGT Office TS100 Pret,100.0,47.0,49.0,7.0,https://product-hub-prd.madeiramadeira.com.br/313983378/images/ad79464a-90f3-4f82-8ea9-8848101a688astandardresolution.jpg,389058171,86
Cadeira Gamer Prizi Roxa - Pz1005 Roxo</h1>,125.0,54.0,84.0,120.0,https://product-hub-prd.madeiramadeira.com.br/375993878/images/288e28dc-f015-415c-97ac-be23dcab18afdb7ea273standardresolution.jpg,630412713,12
Cadeira para Escritório Giratória Presidente Tokyo co,126.0,59.0,56.0,9.8,https://product-hub-prd.madeiramadeira.com.br/834620/images/68020b71-a89c-435f-86df-3c49a5555ff8tinipreto1678882265200zoom.jpg,1561884742,17
Cadeira Giratória Betina Pu Preto Base em Madeira D'R,80.5,62.0,55.0,8.0,https://product-hub-prd.madeiramadeira.com.br/3174642/images/63cb7499-d8f3-4a4f-9c70-49db0a8da85121920745cadeiragiratoriabetinapupretobaseemmadeiradrossisku42953531600x600.jpg,220738089,76
Cadeira Escritório Diretor Giratória Office Arco Esto,90.5,48.0,48.0,7.2,https://i.ytimg.com/vi_webp/X8ivghHaJUY/sddefault.webp,78663033,81
Cadeira para Costureira NR17 Ergonômica Preto</h1>,87.0,43.0,40.0,7.02,https://product-hub-prd.madeiramadeira.com.br/1983438/images/59f80b7a-0b62-413b-9fa4-9eb00f9927c832404136cadeiraparacostureirasembracosprdq5pudazyxrnvh1791322x600.jpg,108679671,84
Cadeira de Escritório Diretor Pelegrin PEL-3801 Tela ,98.0,49.0,47.0,4.0,https://product-hub-prd.madeiramadeira.com.br/1840899/images/674e2b04-61f4-44b7-84c3-f69d2349b2a453414386cadeiradeescritoriodiretorpelegrinpel3801telamashgiratoriapreta78986259888331600x600.jpg,231272530,0
Cadeira de Escritório Boss Presidente Giratória Branc,120.0,62.0,62.0,4.0,https://product-hub-prd.madeiramadeira.com.br/2960805/images/324f3604-9281-4a05-b8c8-a0b39663f74e81020660cadeiraescritoriobosspresidentegiratoriabrancacromadarecliniorodasnylon100nacionalsku22772811593x600.jpg,117833079,84
Cadeira Gamer Prizi Roxa - Pz1006e Roxa</h1>,129.0,54.0,47.0,17.0,https://product-hub-prd.madeiramadeira.com.br/477522197/images/87943430-96e7-4201-8eb8-753cb3b4376c4ecaaeafstandardresolution.jpg,621044803,72
Cadeira de Escritório Executiva Giratória com Braços ,200.0,200.0,200.0,50.0,https://product-hub-prd.madeiramadeira.com.br/192918760/images/ba777d7c-8db2-4ff9-b9e7-b583f2aa3033whatsappde20230209as131959.jpg,55600567,80
Cadeira de Escritório Stripes Presidente Pu Cinza Bas,112.0,54.0,68.0,12.0,https://product-hub-prd.madeiramadeira.com.br/2939901/images/42e783c8-3c85-47c4-b25b-849080227ac355051033cadeiraescritoriostripespresidentepucinzabasegiratoriacromadaalturaajustavelfda6149cz5891600x600.jpg,247039661,68
Cadeira de Escritório Interlocutor Stripes Fixa Pu Ci,89.0,55.0,84.0,13.0,https://product-hub-prd.madeiramadeira.com.br/3338374/images/1f817764-8519-4bed-8bb9-7bf8da9415ae88843624cadeiraescritoriointerlocutorstripesfixapucinzafdb6144cz5891600x600.jpg,256048259,46
Cadeira de Escritório Giratória Regulagem de Altura e,98.5,47.5,48.0,7.0,https://product-hub-prd.madeiramadeira.com.br/104420256/images/9b228187-5cd1-4ef3-a3c4-48ddff54daf0587af246standardresolution.jpg,673975458,61
Cadeira Base Fixa Mesh Preta - Or3312 </h1>,94.0,55.0,48.0,10.0,https://product-hub-prd.madeiramadeira.com.br/1912859/images/09d960e2-0777-4224-9290-9b72b149f69dr331279081462123451600x600.jpg,239992776,32
Cadeira de Escritório Office Lisboa PU Marrom Base Gi,51.0,58.0,88.0,3.0,https://product-hub-prd.madeiramadeira.com.br/522583233/images/56f29764-ef75-4b9a-89a4-f328c6ef6bebd59ab540838616a307ed93ce9f.png,0,10
Cadeira Office Eiffel Botonê Ajustável Base Giratória,38.0,48.0,58.0,9.0,https://product-hub-prd.madeiramadeira.com.br/225745037/images/2686e051-4a26-4ffd-8f4c-076a8fa01ea315110781748115.jpg,717033603,18
Cadeira Para Escritório Diretor Giratória Shanghai co,107.0,66.0,61.0,12.0,https://product-hub-prd.madeiramadeira.com.br/585759/images/585759_7.jpg,1071305211,5
Cadeira de Escritório Giratória Tela Meet - Avantti -,53.0,66.0,51.0,13.0,https://product-hub-prd.madeiramadeira.com.br/2688472/images/e910625c-aff3-4f43-8f80-5b3d327c013b52071057cadeiradeescritoriogiratoriatelameetavantticorpreta79092005011391600x600.jpg,219517582,76
Cadeira de Escritório Nexus Giratória - Preta Preto</,92.0,65.0,52.0,14.0,https://product-hub-prd.madeiramadeira.com.br/342832863/images/0ff3b482-568e-4ebf-a163-68273043fe105382a051standardresolution.jpg,405583105,93
Cadeira Executiva em Tela Mesh Office 12A Preta Preto,68.0,53.0,81.0,7.0,https://product-hub-prd.madeiramadeira.com.br/144654319/images/93b6e479-c5b6-4c8b-8d32-0bcc99cf9411159449315160383445dsc10533.png,0,10
Cadeira de Escritório Presidente Executiva Big com Mo,117.0,64.0,76.0,120.0,https://product-hub-prd.madeiramadeira.com.br/4365996/images/16f9a5fc-62e0-4a0b-a227-e775559833fa15616910cadeiradeescritoriopresidenteexecutivabigcommolasensacadasconfortavelgiratoriafia6629ca5361600x600.jpg,245553698,68
Cadeira de Escritório Giratória Presidente Boss Compr,120.0,62.0,62.0,8.0,https://product-hub-prd.madeiramadeira.com.br/2779571/images/85e00772-3a7e-4fcd-849d-822adc27178865296761cadeiraescritoriogiratoriapresidentebosscomprealegrerelaxcromadacaramelo100nacional1717171767101322x400.jpg,82682009,81
Cadeira Giratória Addit Ergonômica para Escritório Re,89.0,65.0,58.0,10.0,https://product-hub-prd.madeiramadeira.com.br/4473207/images/d68e294f-7cf2-47c0-bb8e-8d3eef7b22f411546052cadeiragiratoriaadditergonomicaparaescritorioreclinavelbacksystemnr17comregulagempreta5040130126441600x600.jpg,199912070,31
Cadeira Gamer Mx7 Giratória Preto/Rosa Preto/Rosa</h1,129.0,67.0,57.0,19.5,https://product-hub-prd.madeiramadeira.com.br/2876814/images/0be8e213-fa3d-43e7-9882-b331769e119122630441cadeiragamermx7giratoriapretorosa009069mymax74241600x600.jpg,223449638,76
Cadeira Plástica REALPLAST 04 pés-Plástico Preto (Pol,200.0,200.0,200.0,4.0,https://product-hub-prd.madeiramadeira.com.br/398536549/images/5043ceea-c287-42a6-9759-a95f38ed9e43151377672663.png,924415246,58
Cadeira para Escritório Interlocutor Base Fixa Esteir,89.0,54.5,47.0,12.19,https://product-hub-prd.madeiramadeira.com.br/714074/images/103a0400-925f-4a16-a14a-28f4f6e3a79dsignpreta1645450992196zoom.jpg,1450922203,94
Cadeira Gamer Dazz Elite Preto</h1>,88.0,127.0,53.0,13.0,https://product-hub-prd.madeiramadeira.com.br/304788640/images/75f1a4b2-4395-424a-a7ac-b5655051207a55140399.jpg,594057830,23
Cadeira Eiffel Office Base Giratória Preto</h1>,84.0,50.0,42.0,6.0,https://product-hub-prd.madeiramadeira.com.br/1733643/images/707afe18-f7d6-4c2a-ac07-01546a9f2d4494980564cadeiraeiffelofficebasegiratoria78984972450961600x600.jpg,247033456,68
Cadeira Office Lisboa Pu Preto Base Giratória Cromada,120.0,64.0,53.0,17.0,https://product-hub-prd.madeiramadeira.com.br/669855606/images/f131135f-2d4e-4911-9a75-2b86e429a1c04173c244b15939b248ba89db665e50ca94eb.png,677291160,61
Poltrona de Escritório Esteirinha Charles Eames Presi,106.0,61.0,46.5,4.0,https://product-hub-prd.madeiramadeira.com.br/886796576/images/ec50c1a5-8743-492c-971a-cb2d7f866fe521e3495da500fbab215dd0ab59.jpg,675445714,61
Cadeira Escritorio Diretor Giratoria Premium Prata Pr,116.0,56.0,64.0,16.0,https://product-hub-prd.madeiramadeira.com.br/732668056/images/0771380f-840d-4a43-a14e-0853f3eb2185151571056850103221.jpg,671692530,61
Cadeira de Escritório Eames Esteirinha Baixa Fixa Cin,89.0,46.5,54.5,14.0,https://product-hub-prd.madeiramadeira.com.br/1022053/images/f3532760-6989-4fbe-80c9-8f66f7760672cinzacourosintetico2001241.jpg,423760723,56
Poltrona Charles Eames Office Exec Couro Natural Pret,83.0,111.0,58.0,3.0,https://product-hub-prd.madeiramadeira.com.br/3347486/images/c2d397ad-e4fc-4717-aef6-4cdbe01ea06b34301610poltronacharleseamesofficeexeccouronaturalpreto54123789131600x600.jpg,213874677,50
Cadeira Giratória Presidente Charles Eames Esteirinha,109.0,60.0,45.0,9.0,https://product-hub-prd.madeiramadeira.com.br/1814920/images/70df1033-fbec-4346-b94e-b62dd662071360734388cadeiragiratoriapresidentecharleseamesesteirinhapreta78997673376711600x450.jpg,177567135,45
Cadeira Gamer Mancer Tyr Preto</h1>,52.0,67.0,66.0,14.0,https://product-hub-prd.madeiramadeira.com.br/232019047/images/4f1a019b-de76-4720-a946-6b34cfe7c426standardresolution.jpg,392852334,86
Cadeira Giratória Job Diretor Executiva Linho Chumbo ,103.0,62.0,65.0,16.0,https://product-hub-prd.madeiramadeira.com.br/1793899/images/2a8c6d9c-1499-4b90-b5ad-2900d14b5779decor79081440264491600x600.jpg,213468556,50
Cadeira Eames Wood Leda Design - Preta Preto</h1>,83.0,49.0,44.0,11.0,https://product-hub-prd.madeiramadeira.com.br/1013074/images/a4996202-ed1b-4037-98ae-bf09f138e037preta78984972429031600x400.jpg,119773800,84
Cadeira de Escritório Esteirinha Prizi Skinny - Cinza,110.0,48.0,52.0,9.0,https://product-hub-prd.madeiramadeira.com.br/291601969/images/622967f7-29aa-4e6d-9ab5-ed5b369ce71b82b5d584standardresolution.jpg,673648332,61
Cadeira Presidente Charles Eames Esteirinha Couro Pu ,113.0,47.0,47.0,8.0,https://product-hub-prd.madeiramadeira.com.br/113309964/images/373adcea-7a93-4a3b-ae9b-a6c68fbfb9b8130584616061012branca1.jpg,1160208758,22
Cadeira de Escritório Presidente Giratória Executiva ,104.0,60.0,65.0,16.2,https://product-hub-prd.madeiramadeira.com.br/4122678/images/1babeee1-90fa-4cfd-9890-e711a390e3a082752844cadeiradeescritoriopresidentegiratoriaexecutivaergonomicakronp03crepepretolyamsku27283481600x600.jpg,231258485,0
Cadeira de Rodízios Estofada Tulipa - Office - Escrit,85.0,50.0,53.0,3.0,https://product-hub-prd.madeiramadeira.com.br/2712403/images/2c8049c2-8fea-4f77-b4e7-74ce6e3d593967781380cadeiraderodiziosestofadatulipaofficeescritoriobrancocadledoffbco7491600x600.jpg,263834933,19
Cadeira para Escritório Secretária Ergonômica Giratór,86.0,46.0,45.0,9.06,https://product-hub-prd.madeiramadeira.com.br/827782/images/827782_1_.jpg,778432077,39
Cadeira Secretária Giratória Mesh Braço Flexível Best,53.0,127.0,52.0,9.0,https://product-hub-prd.madeiramadeira.com.br/791811232/images/e69d35e0-41c6-4eac-a984-406a3bf071f9945a389711b1e1ff9858b49be.jpeg,936861186,13
Cadeira para Escritório Diretor Ergonômica Giratória ,96.5,61.0,45.0,18.03,https://product-hub-prd.madeiramadeira.com.br/827796/images/827796_1.jpg,746976693,69
Cadeira de Escritório com Tela Brizza Presidente Plax,80.6,50.5,45.0,16.95,https://product-hub-prd.madeiramadeira.com.br/3780142/images/1b26872d-f412-42e8-b7b1-4ed8086a498967166124cadeiraparaescritoriocomtelabrizzapresidenteplaxmetal65371511600x600.jpg,167331459,16
Cadeira para Escritório Presidente Tela Mesh Giratori,118.0,88.0,52.0,15.0,https://product-hub-prd.madeiramadeira.com.br/463680399/images/2eae78e6-ca4f-4597-85a4-857d828dfd33standardresolution.jpg,652432362,28
Cadeira para Escritório Diretor Estofada em Corino Es,115.0,62.0,62.0,12.0,https://product-hub-prd.madeiramadeira.com.br/654478/images/654478_1.jpg,761276706,47
Cadeira de Escritório Presidente com Regulagem de Alt,111.0,84.0,51.0,11.0,https://product-hub-prd.madeiramadeira.com.br/1662247/images/9d24eca3-3f28-4c56-912c-6848d378656furopu78903995664391600x600.jpg,150193660,97
Cadeira Secretária Giratória Mesh Braço Flexível Best,88.0,67.0,67.0,9.0,https://product-hub-prd.madeiramadeira.com.br/246611097/images/0cba9db3-1992-411b-a01a-3e5dd46f932be85cc00e7d2fe8d48775da8a64.jpg,962794416,77
Cadeira de Escritório Presidente Thompson Healer Enco,125.0,65.0,50.0,12.45,https://product-hub-prd.madeiramadeira.com.br/148661720/images/475f7e91-9187-4148-94d9-ed456f1ddee3ea0621e4standardresolution.jpg,644683861,63
Cadeira Interlocutor Charles Eames Esteirinha Branca ,91.0,54.0,47.0,13.0,https://product-hub-prd.madeiramadeira.com.br/1809004/images/aa20b404-161c-4403-98a1-135562e3992branca78900830019011400x600.jpg,176232959,45
Cadeira de Escritório Presidente Giratória Office Pre,124.0,63.0,61.0,7.0,https://product-hub-prd.madeiramadeira.com.br/621164807/images/e08be781-4b8b-4523-8920-29863bdd90b25f187e2c944ef01d8d8c9dbccf.png,677291160,61
Poltrona Obeso c/ Braços - Suporta até 400kg </h1>,88.0,52.0,127.0,4.0,https://product-hub-prd.madeiramadeira.com.br/721534365/images/06014416-482a-4529-9b57-e058f1fcb6272ac90b96dc2d526046405eec2f.jpg,146736783,51
Cadeira para Escritório Diretor Giratória Esteirinha ,101.0,47.0,59.0,12.5,https://product-hub-prd.madeiramadeira.com.br/1238972/images/eb231c53-b83d-4093-bfae-2efe8f39fb1619d45bdfe1b619d07d9c291669.jpg,668570632,61
Cadeira Secretária Fixa Pé Palito para Escritório Cou,85.0,127.0,66.0,10.0,https://product-hub-prd.madeiramadeira.com.br/4472626/images/1b7ddcde-76aa-49f5-a4ba-ada1b37795d912158514cadeirasecretariafixapepalitoparaescritoriocouroecologicopreta3360200126441599x600.jpg,241128438,32
Cadeira Presidente Deluxe Couro Pu Giratória Preta 91,128.0,64.0,59.0,20.6,https://product-hub-prd.madeiramadeira.com.br/3573663/images/21d0f5b4-bb66-40d6-9222-2e917724178020317449cadeirapresidentedeluxecouropugiratoriapreta9125mymax28022791600x600.jpg,210957660,50
Cadeira Escritório Diretor Giratória Office Zebrada E,97.0,45.0,48.0,8.0,https://i.ytimg.com/vi_webp/CkWrsklQhng/sddefault.webp,78366436,81
Cadeira Escritorio Best C310 Ergonomica Preta Tela Me,66.0,66.0,84.0,12.0,https://product-hub-prd.madeiramadeira.com.br/3023727/images/3995e132-ef19-4853-9109-354d76c7eaa8tec310best193628341600x600.jpg,225235666,0
